video_frame,label,left,width,top,height
57992_000301_Sideline_213,H72,501,29,209,30
57992_000301_Sideline_213,H28,532,36,214,33
57992_000301_Sideline_213,H68,538,30,162,35
57992_000301_Sideline_213,V32,558,36,250,31
57992_000301_Sideline_213,V97,589,28,182,32
57992_000301_Sideline_213,H82,666,34,143,43
57992_000301_Sideline_213,H83,754,36,108,38
57992_000301_Sideline_213,V53,1036,36,140,38
57992_000301_Sideline_213,H5,1209,40,349,41
57992_000301_Sideline_214,V55,304,29,316,28
57992_000301_Sideline_214,V99,396,28,174,32
57992_000301_Sideline_214,V92,407,30,151,32
57992_000301_Sideline_214,V54,416,27,191,28
57992_000301_Sideline_214,H87,428,39,227,33
57992_000301_Sideline_214,V49,434,24,171,16
57992_000301_Sideline_214,H32,441,30,184,30
57992_000301_Sideline_214,V90,468,26,191,30
57992_000301_Sideline_214,H72,502,30,206,32
57992_000301_Sideline_214,H28,534,34,214,32
57992_000301_Sideline_214,H68,535,29,160,34
57992_000301_Sideline_214,V32,558,36,250,32
57992_000301_Sideline_214,V97,586,28,182,27
57992_000301_Sideline_214,H82,666,35,141,45
57992_000301_Sideline_214,H83,752,38,106,40
57992_000301_Sideline_214,V53,1041,38,138,37
57992_000301_Sideline_214,H5,1214,40,349,40
57992_000301_Sideline_215,V55,300,30,312,34
57992_000301_Sideline_215,V99,390,30,169,33
57992_000301_Sideline_215,V92,404,29,149,30
57992_000301_Sideline_215,H87,427,37,226,32
57992_000301_Sideline_215,V49,428,24,170,15
57992_000301_Sideline_215,H32,436,31,184,34
57992_000301_Sideline_215,V59,458,26,224,30
57992_000301_Sideline_215,V90,466,27,190,31
57992_000301_Sideline_215,H72,502,33,205,31
57992_000301_Sideline_215,H68,532,31,158,29
57992_000301_Sideline_215,H28,534,33,211,33
57992_000301_Sideline_215,V32,558,38,250,31
57992_000301_Sideline_215,V97,584,28,180,28
57992_000301_Sideline_215,H82,666,36,140,45
57992_000301_Sideline_215,H83,751,37,104,39
57992_000301_Sideline_215,V53,1046,38,135,37
57992_000301_Sideline_215,H5,1220,40,349,41
57992_000301_Sideline_216,V55,332,36,224,32
57992_000301_Sideline_216,V99,388,32,164,35
57992_000301_Sideline_216,H87,426,38,223,33
57992_000301_Sideline_216,V49,428,23,167,19
57992_000301_Sideline_216,H32,433,33,183,34
57992_000301_Sideline_216,V59,458,26,223,29
57992_000301_Sideline_216,V90,462,27,188,31
57992_000301_Sideline_216,H72,503,33,204,31
57992_000301_Sideline_216,H68,528,32,157,34
57992_000301_Sideline_216,H28,531,35,210,33
57992_000301_Sideline_216,V32,556,37,250,32
57992_000301_Sideline_216,V97,582,30,178,30
57992_000301_Sideline_216,H82,665,36,139,44
57992_000301_Sideline_216,H83,750,36,102,39
57992_000301_Sideline_216,V53,1051,36,131,38
57992_000301_Sideline_216,H5,1223,44,350,41
57992_000301_Sideline_217,V55,294,26,311,28
57992_000301_Sideline_217,V99,383,32,162,38
57992_000301_Sideline_217,H87,422,28,165,21
57992_000301_Sideline_217,V49,423,37,221,32
57992_000301_Sideline_217,H32,432,32,181,33
57992_000301_Sideline_217,V90,461,25,183,31
57992_000301_Sideline_217,H72,502,32,202,31
57992_000301_Sideline_217,H68,528,29,154,34
57992_000301_Sideline_217,H28,530,36,207,34
57992_000301_Sideline_217,V32,554,36,250,31
57992_000301_Sideline_217,V97,577,33,175,30
57992_000301_Sideline_217,H82,663,39,136,48
57992_000301_Sideline_217,H83,748,38,100,40
57992_000301_Sideline_217,V53,1057,38,128,42
57992_000301_Sideline_217,H5,1228,44,350,42
57992_000301_Sideline_218,V55,322,39,220,34
57992_000301_Sideline_218,V99,390,34,143,33
57992_000301_Sideline_218,V49,408,34,167,37
57992_000301_Sideline_218,H87,421,40,219,31
57992_000301_Sideline_218,H32,444,31,165,17
57992_000301_Sideline_218,V90,458,28,180,32
57992_000301_Sideline_218,V59,466,26,216,35
57992_000301_Sideline_218,H72,504,32,202,30
57992_000301_Sideline_218,H68,526,30,152,32
57992_000301_Sideline_218,H28,532,30,204,35
57992_000301_Sideline_218,V32,553,35,252,29
57992_000301_Sideline_218,V97,576,31,174,25
57992_000301_Sideline_218,H82,663,37,136,46
57992_000301_Sideline_218,H83,746,39,94,42
57992_000301_Sideline_218,V53,1061,38,127,39
57992_000301_Sideline_218,H5,1233,42,350,44
57992_000301_Sideline_219,V55,316,36,220,30
57992_000301_Sideline_219,V49,387,31,142,32
57992_000301_Sideline_219,H32,404,36,165,40
57992_000301_Sideline_219,H87,422,38,218,32
57992_000301_Sideline_219,V90,453,28,178,30
57992_000301_Sideline_219,V59,465,32,212,35
57992_000301_Sideline_219,H72,503,35,200,31
57992_000301_Sideline_219,H68,522,28,150,34
57992_000301_Sideline_219,H28,532,30,205,32
57992_000301_Sideline_219,V32,553,34,253,28
57992_000301_Sideline_219,V97,573,31,174,25
57992_000301_Sideline_219,H82,662,38,134,46
57992_000301_Sideline_219,H83,743,40,92,42
57992_000301_Sideline_219,V53,1067,36,123,40
57992_000301_Sideline_219,H5,1238,38,351,41
57992_000301_Sideline_220,V55,314,35,218,30
57992_000301_Sideline_220,V49,385,29,142,29
57992_000301_Sideline_220,H32,400,36,166,40
57992_000301_Sideline_220,H87,420,36,215,32
57992_000301_Sideline_220,V90,452,26,175,29
57992_000301_Sideline_220,V59,464,28,223,24
57992_000301_Sideline_220,H72,503,34,199,31
57992_000301_Sideline_220,H68,520,32,150,32
57992_000301_Sideline_220,V32,551,34,253,28
57992_000301_Sideline_220,V97,572,28,172,25
57992_000301_Sideline_220,H82,662,37,131,49
57992_000301_Sideline_220,H83,742,36,91,40
57992_000301_Sideline_220,V53,1072,36,122,39
57992_000301_Sideline_220,H5,1244,34,351,43
57992_000301_Sideline_221,V55,301,28,279,34
57992_000301_Sideline_221,V49,381,31,143,29
57992_000301_Sideline_221,H32,396,34,160,37
57992_000301_Sideline_221,H87,418,38,212,32
57992_000301_Sideline_221,V90,450,27,172,29
57992_000301_Sideline_221,V59,455,34,219,29
57992_000301_Sideline_221,H68,518,30,148,33
57992_000301_Sideline_221,V32,549,34,253,27
57992_000301_Sideline_221,V97,572,30,171,24
57992_000301_Sideline_221,H82,661,38,129,48
57992_000301_Sideline_221,H83,740,36,86,42
57992_000301_Sideline_221,V53,1076,38,120,38
57992_000301_Sideline_221,H5,1249,31,351,43
57992_000301_Sideline_222,V55,298,28,281,32
57992_000301_Sideline_222,V49,380,30,142,24
57992_000301_Sideline_222,H32,394,37,163,36
57992_000301_Sideline_222,H87,418,35,212,30
57992_000301_Sideline_222,V90,447,28,169,29
57992_000301_Sideline_222,V59,470,28,172,28
57992_000301_Sideline_222,H72,508,46,196,36
57992_000301_Sideline_222,H68,514,29,146,33
57992_000301_Sideline_222,V32,551,30,254,25
57992_000301_Sideline_222,V97,570,28,169,23
57992_000301_Sideline_222,H82,660,38,126,48
57992_000301_Sideline_222,H83,736,34,82,45
57992_000301_Sideline_222,V53,1079,40,117,41
57992_000301_Sideline_222,H5,1253,26,350,46
57992_000301_Sideline_223,V55,288,33,276,34
57992_000301_Sideline_223,V49,373,28,142,26
57992_000301_Sideline_223,H32,391,34,166,35
57992_000301_Sideline_223,H87,415,37,210,32
57992_000301_Sideline_223,V90,442,30,165,31
57992_000301_Sideline_223,V59,467,28,212,28
57992_000301_Sideline_223,H72,508,44,194,37
57992_000301_Sideline_223,H68,512,31,142,35
57992_000301_Sideline_223,V32,552,28,253,24
57992_000301_Sideline_223,H82,660,36,123,47
57992_000301_Sideline_223,H83,734,36,78,46
57992_000301_Sideline_223,V53,1083,42,114,42
57992_000301_Sideline_223,H5,1258,20,351,45
57992_000301_Sideline_224,V55,285,36,278,31
57992_000301_Sideline_224,V49,368,28,140,26
57992_000301_Sideline_224,H32,390,37,160,38
57992_000301_Sideline_224,H87,412,38,209,31
57992_000301_Sideline_224,V90,439,31,162,30
57992_000301_Sideline_224,V59,464,31,216,24
57992_000301_Sideline_224,H68,509,34,140,38
57992_000301_Sideline_224,H72,510,40,195,36
57992_000301_Sideline_224,V32,552,28,254,24
57992_000301_Sideline_224,H82,658,37,120,48
57992_000301_Sideline_224,H83,734,29,79,41
57992_000301_Sideline_224,V53,1088,40,112,42
57992_000301_Sideline_225,V55,281,31,280,30
57992_000301_Sideline_225,H32,386,36,158,37
57992_000301_Sideline_225,H87,412,36,206,33
57992_000301_Sideline_225,V90,437,33,158,34
57992_000301_Sideline_225,H68,504,38,136,40
57992_000301_Sideline_225,H72,512,36,193,35
57992_000301_Sideline_225,V32,556,28,254,25
57992_000301_Sideline_225,H82,655,40,117,48
57992_000301_Sideline_225,H83,731,30,72,47
57992_000301_Sideline_225,V53,1094,40,111,41
57992_000301_Sideline_226,V55,275,37,268,38
57992_000301_Sideline_226,H32,386,32,158,34
57992_000301_Sideline_226,H87,410,32,144,35
57992_000301_Sideline_226,V90,436,36,153,35
57992_000301_Sideline_226,H68,479,24,152,24
57992_000301_Sideline_226,H72,511,37,195,32
57992_000301_Sideline_226,V32,556,28,256,28
57992_000301_Sideline_226,H82,654,40,115,50
57992_000301_Sideline_226,H83,718,30,26,35
57992_000301_Sideline_226,V53,1099,40,108,44
57992_000301_Sideline_227,V55,275,41,205,35
57992_000301_Sideline_227,H32,384,44,157,35
57992_000301_Sideline_227,H87,409,37,202,35
57992_000301_Sideline_227,V90,433,33,157,32
57992_000301_Sideline_227,V92,460,25,160,25
57992_000301_Sideline_227,H68,502,36,132,38
57992_000301_Sideline_227,H72,506,42,193,35
57992_000301_Sideline_227,V32,556,30,255,28
57992_000301_Sideline_227,H82,654,40,114,49
57992_000301_Sideline_227,H83,726,42,64,46
57992_000301_Sideline_227,V53,1104,42,107,43
57992_000301_Sideline_228,V55,270,45,202,38
57992_000301_Sideline_228,H32,342,22,133,25
57992_000301_Sideline_228,H87,408,37,201,35
57992_000301_Sideline_228,V90,432,34,155,33
57992_000301_Sideline_228,H68,500,41,131,38
57992_000301_Sideline_228,H72,505,45,193,36
57992_000301_Sideline_228,V32,557,30,256,29
57992_000301_Sideline_228,H82,651,41,110,51
57992_000301_Sideline_228,H83,723,41,55,53
57992_000301_Sideline_228,V53,1108,42,105,43
57992_000301_Sideline_229,V55,264,44,202,37
57992_000301_Sideline_229,H32,376,40,186,42
57992_000301_Sideline_229,H87,408,36,200,35
57992_000301_Sideline_229,V90,428,38,154,32
57992_000301_Sideline_229,H68,471,35,147,31
57992_000301_Sideline_229,H72,507,27,155,31
57992_000301_Sideline_229,V32,560,28,255,29
57992_000301_Sideline_229,H82,651,41,109,48
57992_000301_Sideline_229,V53,1114,42,104,42
57992_000301_Sideline_230,V55,264,43,199,38
57992_000301_Sideline_230,H60,374,41,184,42
57992_000301_Sideline_230,H32,382,49,154,33
57992_000301_Sideline_230,H87,406,38,199,35
57992_000301_Sideline_230,V90,428,38,152,33
57992_000301_Sideline_230,V59,457,34,190,42
57992_000301_Sideline_230,V92,473,35,145,33
57992_000301_Sideline_230,V91,486,29,175,27
57992_000301_Sideline_230,H68,500,38,126,36
57992_000301_Sideline_230,H72,508,28,156,30
57992_000301_Sideline_230,V32,564,27,252,29
57992_000301_Sideline_230,H82,650,41,107,51
57992_000301_Sideline_230,V53,1121,42,101,45
57992_000301_Sideline_231,V55,260,46,197,39
57992_000301_Sideline_231,H60,372,41,185,41
57992_000301_Sideline_231,H32,389,41,152,35
57992_000301_Sideline_231,H87,406,38,197,35
57992_000301_Sideline_231,V90,427,40,150,34
57992_000301_Sideline_231,V92,474,30,142,26
57992_000301_Sideline_231,H68,500,40,123,40
57992_000301_Sideline_231,V32,567,27,246,32
57992_000301_Sideline_231,H82,646,44,104,52
57992_000301_Sideline_231,H83,728,40,50,42
57992_000301_Sideline_231,V53,1124,44,99,46
57992_000301_Sideline_232,V55,258,46,194,39
57992_000301_Sideline_232,H60,374,36,182,44
57992_000301_Sideline_232,H32,395,37,148,38
57992_000301_Sideline_232,H87,404,39,194,34
57992_000301_Sideline_232,V90,428,38,148,35
57992_000301_Sideline_232,V92,472,34,139,33
57992_000301_Sideline_232,H68,501,39,120,42
57992_000301_Sideline_232,V32,570,26,241,32
57992_000301_Sideline_232,H82,646,44,101,55
57992_000301_Sideline_232,H83,732,36,48,38
57992_000301_Sideline_232,V53,1130,44,95,46
57992_000301_Sideline_233,V55,256,48,192,38
57992_000301_Sideline_233,H32,382,47,146,40
57992_000301_Sideline_233,H87,404,39,189,37
57992_000301_Sideline_233,V90,428,38,146,36
57992_000301_Sideline_233,H68,500,40,118,42
57992_000301_Sideline_233,H72,508,52,194,37
57992_000301_Sideline_233,V32,570,28,240,24
57992_000301_Sideline_233,H82,644,46,99,56
57992_000301_Sideline_233,V53,1137,44,93,46
57992_000301_Sideline_234,V55,252,52,190,39
57992_000301_Sideline_234,H32,358,32,128,20
57992_000301_Sideline_234,H87,403,40,187,39
57992_000301_Sideline_234,V90,428,36,145,35
57992_000301_Sideline_234,H68,500,42,116,43
57992_000301_Sideline_234,V32,574,30,237,25
57992_000301_Sideline_234,H82,644,46,98,54
57992_000301_Sideline_234,V53,1144,44,91,49
57992_000301_Sideline_235,V55,246,50,185,44
57992_000301_Sideline_235,H65,315,37,171,43
57992_000301_Sideline_235,H32,383,30,305,32
57992_000301_Sideline_235,H87,401,42,184,41
57992_000301_Sideline_235,V90,428,38,142,38
57992_000301_Sideline_235,V92,476,32,135,23
57992_000301_Sideline_235,H72,502,40,185,42
57992_000301_Sideline_235,H68,542,48,149,54
57992_000301_Sideline_235,V32,574,30,236,24
57992_000301_Sideline_235,H82,643,46,97,53
57992_000301_Sideline_235,H83,732,32,40,41
57992_000301_Sideline_235,V53,1147,50,89,47
57992_000301_Sideline_236,V55,244,51,187,42
57992_000301_Sideline_236,H65,356,29,121,20
57992_000301_Sideline_236,H32,381,34,138,37
57992_000301_Sideline_236,H87,403,41,184,39
57992_000301_Sideline_236,V90,428,44,141,38
57992_000301_Sideline_236,V92,472,38,132,38
57992_000301_Sideline_236,H72,502,50,182,46
57992_000301_Sideline_236,H68,546,46,150,52
57992_000301_Sideline_236,V32,576,31,234,30
57992_000301_Sideline_236,H82,642,46,96,53
57992_000301_Sideline_236,H83,726,40,38,42
57992_000301_Sideline_236,V53,1157,48,88,47
57992_000301_Sideline_237,V55,241,51,185,43
57992_000301_Sideline_237,H65,305,42,166,47
57992_000301_Sideline_237,H32,379,43,137,39
57992_000301_Sideline_237,H87,401,42,108,38
57992_000301_Sideline_237,V90,434,38,143,36
57992_000301_Sideline_237,V92,470,36,216,34
57992_000301_Sideline_237,H68,506,40,110,40
57992_000301_Sideline_237,V32,579,30,236,26
57992_000301_Sideline_237,H82,641,48,94,52
57992_000301_Sideline_237,H83,723,45,36,47
57992_000301_Sideline_237,V53,1166,46,87,45
57992_000301_Sideline_238,V55,240,52,183,44
57992_000301_Sideline_238,V54,302,44,164,51
57992_000301_Sideline_238,H65,352,28,116,20
57992_000301_Sideline_238,H60,370,40,173,47
57992_000301_Sideline_238,H32,382,38,135,40
57992_000301_Sideline_238,H87,401,45,105,41
57992_000301_Sideline_238,V90,433,42,144,34
57992_000301_Sideline_238,H72,506,42,108,42
57992_000301_Sideline_238,H68,551,47,147,58
57992_000301_Sideline_238,V32,581,32,236,24
57992_000301_Sideline_238,H82,640,48,93,55
57992_000301_Sideline_238,H83,724,44,35,47
57992_000301_Sideline_238,V53,1172,46,84,50
57992_000301_Sideline_239,V55,240,50,184,42
57992_000301_Sideline_239,V54,293,33,120,25
57992_000301_Sideline_239,H65,348,29,114,17
57992_000301_Sideline_239,H32,382,42,133,40
57992_000301_Sideline_239,H87,402,46,103,44
57992_000301_Sideline_239,V90,431,46,139,39
57992_000301_Sideline_239,H72,508,41,106,42
57992_000301_Sideline_239,H68,553,49,148,59
57992_000301_Sideline_239,V32,584,30,237,25
57992_000301_Sideline_239,H82,640,47,93,53
57992_000301_Sideline_239,H83,720,48,33,49
57992_000301_Sideline_239,V53,1177,48,83,51
57992_000301_Sideline_240,V55,238,50,183,44
57992_000301_Sideline_240,V54,292,46,161,47
57992_000301_Sideline_240,H65,348,27,112,16
57992_000301_Sideline_240,H32,383,39,131,44
57992_000301_Sideline_240,V90,436,41,138,39
57992_000301_Sideline_240,V92,480,34,132,32
57992_000301_Sideline_240,H72,510,40,104,42
57992_000301_Sideline_240,V32,570,38,143,33
57992_000301_Sideline_240,H82,638,48,92,54
57992_000301_Sideline_240,H83,718,44,30,59
57992_000301_Sideline_240,V53,1186,48,81,51
57992_000301_Sideline_241,V55,216,28,145,25
57992_000301_Sideline_241,V54,287,48,162,45
57992_000301_Sideline_241,H65,344,26,108,17
57992_000301_Sideline_241,H32,382,45,130,46
57992_000301_Sideline_241,H87,403,42,181,40
57992_000301_Sideline_241,V90,438,38,142,35
57992_000301_Sideline_241,H68,512,40,102,44
57992_000301_Sideline_241,H72,514,46,182,42
57992_000301_Sideline_241,V32,588,34,238,26
57992_000301_Sideline_241,H82,638,46,92,52
57992_000301_Sideline_241,H83,716,44,31,57
57992_000301_Sideline_241,V53,1192,48,80,52
57992_000301_Sideline_242,V99,208,27,139,25
57992_000301_Sideline_242,V55,236,51,182,40
57992_000301_Sideline_242,V54,289,41,160,47
57992_000301_Sideline_242,H65,338,28,102,19
57992_000301_Sideline_242,H32,382,48,130,46
57992_000301_Sideline_242,H87,402,44,176,44
57992_000301_Sideline_242,V90,434,48,126,49
57992_000301_Sideline_242,H68,512,42,99,43
57992_000301_Sideline_242,H72,516,48,183,39
57992_000301_Sideline_242,V32,578,32,142,34
57992_000301_Sideline_242,H82,636,48,90,52
57992_000301_Sideline_242,H83,716,38,31,57
57992_000301_Sideline_242,V53,1199,50,78,53
57992_000301_Sideline_243,V55,234,50,178,44
57992_000301_Sideline_243,V54,276,48,158,52
57992_000301_Sideline_243,H65,332,29,98,17
57992_000301_Sideline_243,H60,367,44,165,50
57992_000301_Sideline_243,H32,387,41,130,41
57992_000301_Sideline_243,H87,405,41,178,44
57992_000301_Sideline_243,V90,438,38,142,35
57992_000301_Sideline_243,H68,491,30,205,28
57992_000301_Sideline_243,H72,520,50,184,36
57992_000301_Sideline_243,V32,596,34,237,25
57992_000301_Sideline_243,H82,634,50,90,54
57992_000301_Sideline_243,H83,714,40,33,55
57992_000301_Sideline_243,V53,1108,34,531,39
57992_000301_Sideline_244,V55,229,52,175,44
57992_000301_Sideline_244,V54,268,53,155,53
57992_000301_Sideline_244,H65,326,31,94,16
57992_000301_Sideline_244,H60,364,45,165,50
57992_000301_Sideline_244,H32,385,47,125,46
57992_000301_Sideline_244,H87,404,42,180,41
57992_000301_Sideline_244,V90,430,50,128,48
57992_000301_Sideline_244,V91,490,28,204,26
57992_000301_Sideline_244,H68,514,44,94,45
57992_000301_Sideline_244,H72,519,50,183,36
57992_000301_Sideline_244,V32,579,37,140,38
57992_000301_Sideline_244,H82,632,52,89,57
57992_000301_Sideline_244,H83,712,42,31,58
57992_000301_Sideline_244,V53,1212,50,74,52
57992_000301_Sideline_245,V55,230,50,174,45
57992_000301_Sideline_245,V54,268,42,158,44
57992_000301_Sideline_245,H65,323,29,89,16
57992_000301_Sideline_245,H32,386,48,124,48
57992_000301_Sideline_245,H87,400,45,178,42
57992_000301_Sideline_245,V90,436,40,139,37
57992_000301_Sideline_245,V92,483,35,122,35
57992_000301_Sideline_245,V91,492,26,205,22
57992_000301_Sideline_245,H68,514,44,93,43
57992_000301_Sideline_245,H72,525,47,181,37
57992_000301_Sideline_245,V32,579,38,138,40
57992_000301_Sideline_245,H82,630,52,89,56
57992_000301_Sideline_245,H83,712,40,31,57
57992_000301_Sideline_245,V53,1113,36,534,39
57992_000301_Sideline_246,V55,228,49,174,44
57992_000301_Sideline_246,V54,267,34,160,38
57992_000301_Sideline_246,H65,315,33,84,17
57992_000301_Sideline_246,H32,391,43,122,42
57992_000301_Sideline_246,H87,398,46,177,43
57992_000301_Sideline_246,V90,436,44,137,41
57992_000301_Sideline_246,V91,493,23,204,19
57992_000301_Sideline_246,H68,514,45,91,44
57992_000301_Sideline_246,H72,528,46,180,37
57992_000301_Sideline_246,V32,580,38,138,40
57992_000301_Sideline_246,H82,629,51,89,57
57992_000301_Sideline_246,H83,710,47,27,60
57992_000301_Sideline_246,V53,1222,50,69,55
57992_000301_Sideline_247,V55,222,50,175,43
57992_000301_Sideline_247,H65,309,36,80,17
57992_000301_Sideline_247,H32,395,43,124,42
57992_000301_Sideline_247,H87,397,44,176,40
57992_000301_Sideline_247,V90,437,46,138,41
57992_000301_Sideline_247,V92,483,34,119,36
57992_000301_Sideline_247,V91,492,24,202,23
57992_000301_Sideline_247,H68,514,45,90,45
57992_000301_Sideline_247,H72,528,46,179,36
57992_000301_Sideline_247,V32,580,38,135,40
57992_000301_Sideline_247,H82,627,52,88,61
57992_000301_Sideline_247,H83,709,48,26,60
57992_000301_Sideline_247,V53,1116,40,534,44
57992_000301_Sideline_248,V55,218,52,172,45
57992_000301_Sideline_248,H65,303,37,77,18
57992_000301_Sideline_248,H87,394,46,175,41
57992_000301_Sideline_248,H32,398,42,123,42
57992_000301_Sideline_248,V90,436,50,136,44
57992_000301_Sideline_248,H68,514,46,88,46
57992_000301_Sideline_248,H72,528,46,176,36
57992_000301_Sideline_248,V32,577,41,134,45
57992_000301_Sideline_248,H82,626,52,88,60
57992_000301_Sideline_248,H83,708,46,25,60
57992_000301_Sideline_248,V53,1234,46,67,55
57992_000301_Sideline_249,V55,218,53,166,47
57992_000301_Sideline_249,H65,294,39,70,19
57992_000301_Sideline_249,H32,392,46,122,46
57992_000301_Sideline_249,H87,393,47,171,44
57992_000301_Sideline_249,V90,436,50,135,46
57992_000301_Sideline_249,V92,484,38,116,44
57992_000301_Sideline_249,H68,513,48,86,46
57992_000301_Sideline_249,H72,530,46,175,34
57992_000301_Sideline_249,V32,576,42,133,45
57992_000301_Sideline_249,H82,622,56,86,65
57992_000301_Sideline_249,H83,706,48,21,59
57992_000301_Sideline_249,V53,1239,41,66,53
57992_000301_Sideline_250,V99,113,48,95,43
57992_000301_Sideline_250,V55,216,48,169,43
57992_000301_Sideline_250,H65,260,48,175,50
57992_000301_Sideline_250,H32,389,51,123,44
57992_000301_Sideline_250,H87,391,48,165,47
57992_000301_Sideline_250,V90,435,53,130,52
57992_000301_Sideline_250,H68,508,30,174,39
57992_000301_Sideline_250,H72,533,44,171,37
57992_000301_Sideline_250,V32,572,46,131,49
57992_000301_Sideline_250,H82,622,57,85,66
57992_000301_Sideline_250,H83,704,50,18,62
57992_000301_Sideline_250,V53,1242,38,62,54
57992_000301_Sideline_251,V55,211,54,162,51
57992_000301_Sideline_251,H65,286,33,62,21
57992_000301_Sideline_251,H87,389,48,163,48
57992_000301_Sideline_251,H32,418,50,68,56
57992_000301_Sideline_251,V90,432,54,136,48
57992_000301_Sideline_251,V91,484,28,194,21
57992_000301_Sideline_251,V59,506,32,172,40
57992_000301_Sideline_251,H68,512,50,81,51
57992_000301_Sideline_251,H72,530,46,168,38
57992_000301_Sideline_251,V32,570,46,130,48
57992_000301_Sideline_251,H82,621,57,84,65
57992_000301_Sideline_251,H83,701,50,14,59
57992_000301_Sideline_251,V53,1250,30,61,53
57992_000301_Sideline_252,V55,208,52,163,48
57992_000301_Sideline_252,H65,279,34,62,18
57992_000301_Sideline_252,H87,388,46,164,46
57992_000301_Sideline_252,H32,396,45,124,44
57992_000301_Sideline_252,V90,432,53,137,47
57992_000301_Sideline_252,V59,504,32,169,41
57992_000301_Sideline_252,H68,512,52,79,55
57992_000301_Sideline_252,H72,531,45,166,38
57992_000301_Sideline_252,V32,570,44,131,47
57992_000301_Sideline_252,H82,621,57,82,67
57992_000301_Sideline_252,H83,699,48,13,57
57992_000301_Sideline_252,V53,1254,24,58,51
57992_000301_Sideline_253,V55,210,49,164,46
57992_000301_Sideline_253,H65,273,37,61,19
57992_000301_Sideline_253,H87,388,47,162,45
57992_000301_Sideline_253,H32,399,46,120,46
57992_000301_Sideline_253,V90,431,53,137,48
57992_000301_Sideline_253,V59,505,33,170,40
57992_000301_Sideline_253,H68,514,52,79,55
57992_000301_Sideline_253,H72,531,45,166,38
57992_000301_Sideline_253,V32,570,44,131,48
57992_000301_Sideline_253,H82,620,58,82,67
57992_000301_Sideline_253,H83,696,49,13,59
57992_000301_Sideline_253,V53,1256,22,58,52
57992_000301_Sideline_254,V55,209,49,164,44
57992_000301_Sideline_254,H65,273,35,62,19
57992_000301_Sideline_254,H87,388,48,159,49
57992_000301_Sideline_254,H32,399,44,124,45
57992_000301_Sideline_254,V90,432,53,138,48
57992_000301_Sideline_254,V59,506,30,172,39
57992_000301_Sideline_254,H68,514,52,79,57
57992_000301_Sideline_254,H72,530,46,163,40
57992_000301_Sideline_254,V32,567,45,130,50
57992_000301_Sideline_254,H82,620,58,82,66
57992_000301_Sideline_254,H83,694,51,14,61
57992_000301_Sideline_254,V53,1256,22,58,50
57992_000301_Sideline_255,V55,206,54,164,45
57992_000301_Sideline_255,H65,272,33,62,19
57992_000301_Sideline_255,H87,391,46,162,44
57992_000301_Sideline_255,H32,401,46,119,43
57992_000301_Sideline_255,V90,431,54,138,48
57992_000301_Sideline_255,V59,507,29,174,36
57992_000301_Sideline_255,H68,517,50,80,55
57992_000301_Sideline_255,H72,532,44,162,40
57992_000301_Sideline_255,V32,566,45,130,49
57992_000301_Sideline_255,H82,620,56,82,66
57992_000301_Sideline_255,H83,694,46,15,59
57992_000301_Sideline_255,V53,1255,24,57,51
57992_000301_Sideline_256,V55,205,59,164,46
57992_000301_Sideline_256,H65,269,35,65,19
57992_000301_Sideline_256,H87,389,49,161,45
57992_000301_Sideline_256,H32,408,28,136,30
57992_000301_Sideline_256,V90,431,56,139,48
57992_000301_Sideline_256,V59,507,29,175,36
57992_000301_Sideline_256,H68,518,50,79,55
57992_000301_Sideline_256,H72,531,45,161,41
57992_000301_Sideline_256,V32,541,50,117,46
57992_000301_Sideline_256,H82,620,57,82,66
57992_000301_Sideline_256,H83,692,47,18,58
57992_000301_Sideline_256,V53,1256,22,57,52
57992_000301_Sideline_257,V55,151,28,150,37
57992_000301_Sideline_257,H65,266,35,67,19
57992_000301_Sideline_257,H87,390,50,162,44
57992_000301_Sideline_257,V90,431,55,139,48
57992_000301_Sideline_257,H32,437,51,63,60
57992_000301_Sideline_257,V59,503,35,176,42
57992_000301_Sideline_257,H68,518,51,79,55
57992_000301_Sideline_257,H72,530,46,162,40
57992_000301_Sideline_257,V32,542,52,117,46
57992_000301_Sideline_257,H82,620,56,84,64
57992_000301_Sideline_257,H83,689,49,20,59
57992_000301_Sideline_257,V53,1254,24,57,51
57992_000301_Sideline_258,V99,175,44,163,41
57992_000301_Sideline_258,V55,211,51,163,47
57992_000301_Sideline_258,H65,266,34,69,20
57992_000301_Sideline_258,H87,394,48,162,44
57992_000301_Sideline_258,V90,428,56,137,50
57992_000301_Sideline_258,H32,442,47,64,58
57992_000301_Sideline_258,V59,484,46,181,40
57992_000301_Sideline_258,H68,518,51,79,55
57992_000301_Sideline_258,H72,528,48,161,42
57992_000301_Sideline_258,V32,566,40,134,53
57992_000301_Sideline_258,H82,619,56,84,66
57992_000301_Sideline_258,H83,686,50,22,58
57992_000301_Sideline_258,V53,1253,26,56,52
57992_000301_Sideline_259,V99,168,48,163,42
57992_000301_Sideline_259,V55,211,51,163,47
57992_000301_Sideline_259,H65,261,34,74,20
57992_000301_Sideline_259,V92,394,48,161,45
57992_000301_Sideline_259,V90,425,58,135,53
57992_000301_Sideline_259,H32,446,46,64,56
57992_000301_Sideline_259,V59,481,39,184,34
57992_000301_Sideline_259,H68,518,52,79,55
57992_000301_Sideline_259,H72,528,44,162,41
57992_000301_Sideline_259,V32,566,41,135,55
57992_000301_Sideline_259,H82,618,56,84,66
